age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,greater_than_50k,greater_than_50k_num
40,Private,Some-college,Married,Sales,White,Male,60,United-States,>50K,1
28,government,Bachelors,Never-married,Prof-specialty,White,Male,16,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,White,Female,16,United-States,<=50K,0
38,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
41,government,Some-college,Married,Transport-moving,White,Female,25,United-States,<=50K,0
20,Private,Some-college,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K,0
41,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
37,government,Bachelors,Married,Prof-specialty,White,Male,55,United-States,>50K,1
46,Private,Bachelors,Divorced,Sales,White,Male,40,United-States,>50K,1
41,government,Some-college,Married,Other-service,White,Male,40,United-States,>50K,1
65,self-employ,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
24,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
24,Private,Some-college,Never-married,Exec-managerial,White,Male,20,United-States,<=50K,0
32,government,Some-college,Married,Tech-support,White,Female,40,United-States,<=50K,0
57,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Never-married,Exec-managerial,White,Female,20,United-States,<=50K,0
53,self-employ,Some-college,Married,Exec-managerial,White,Male,50,United-States,>50K,1
73,Private,less-HS,Married,Handlers-cleaners,White,Male,25,United-States,<=50K,0
20,Private,HS-grad,Never-married,Sales,White,Female,20,United-States,<=50K,0
53,government,HS-grad,Married,Adm-clerical,Black,Male,40,United-States,>50K,1
72,Private,less-HS,Widowed,Adm-clerical,White,Female,20,United-States,<=50K,0
45,Private,Masters,Married,Prof-specialty,White,Male,55,United-States,>50K,1
18,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,20,United-States,<=50K,0
37,Private,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,>50K,1
52,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
35,Private,Some-college,Married,Exec-managerial,White,Male,58,United-States,<=50K,0
55,self-employ,Prof-school,Divorced,Prof-specialty,White,Female,35,United-States,<=50K,0
50,Private,less-HS,Divorced,Other-service,Black,Female,40,United-States,<=50K,0
58,self-employ,Some-college,Divorced,Craft-repair,White,Male,45,United-States,<=50K,0
49,government,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
48,Private,less-HS,Divorced,Other-service,White,Female,31,United-States,<=50K,0
36,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
51,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,>50K,1
53,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
37,Private,HS-grad,Married,Farming-fishing,White,Male,30,United-States,<=50K,0
35,government,Some-college,Married,Other-service,White,Male,40,United-States,<=50K,0
37,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
47,Private,Some-college,Married,Craft-repair,White,Male,55,United-States,>50K,1
43,Private,Some-college,Divorced,Machine-op-inspct,Black,Female,38,United-States,<=50K,0
53,government,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
37,Private,Masters,Married,Tech-support,White,Male,60,United-States,>50K,1
56,Private,HS-grad,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
41,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
28,Private,less-HS,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
38,Private,HS-grad,Married,Exec-managerial,White,Male,50,United-States,<=50K,0
62,Private,Some-college,Married,Exec-managerial,White,Male,98,United-States,>50K,1
27,Private,Some-college,Never-married,Adm-clerical,White,Female,60,United-States,<=50K,0
20,Private,Some-college,Never-married,Adm-clerical,White,Female,35,United-States,<=50K,0
26,Private,Assoc,Never-married,Machine-op-inspct,White,Female,15,United-States,<=50K,0
52,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
19,Private,Some-college,Never-married,Sales,White,Female,20,United-States,<=50K,0
31,government,Bachelors,Separated,Prof-specialty,White,Male,40,United-States,<=50K,0
39,government,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
58,Private,Some-college,Married,Sales,White,Female,36,United-States,<=50K,0
35,Private,Assoc,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
53,self-employ,Some-college,Married,Farming-fishing,White,Male,30,United-States,<=50K,0
26,Private,Bachelors,Married,Exec-managerial,White,Male,55,United-States,<=50K,0
45,Private,Some-college,Widowed,Other-service,White,Female,45,United-States,<=50K,0
40,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,>50K,1
48,Private,Some-college,Married,Craft-repair,White,Male,60,United-States,>50K,1
31,Private,HS-grad,Never-married,Other-service,White,Female,30,United-States,<=50K,0
44,Private,Prof-school,Married,Prof-specialty,White,Male,29,United-States,>50K,1
46,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
48,self-employ,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
32,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
38,Private,HS-grad,Married,Exec-managerial,White,Female,55,United-States,<=50K,0
34,government,Some-college,Divorced,Protective-serv,White,Male,72,United-States,<=50K,0
44,Private,Assoc,Married,Exec-managerial,White,Male,45,United-States,>50K,1
34,government,Assoc,Never-married,Craft-repair,White,Female,40,United-States,<=50K,0
46,Private,Some-college,Married,Adm-clerical,White,Female,40,United-States,>50K,1
37,Private,Masters,Married,Exec-managerial,White,Male,40,United-States,>50K,1
45,Private,Prof-school,Married,Prof-specialty,White,Male,60,United-States,>50K,1
41,Private,HS-grad,Divorced,Adm-clerical,White,Female,52,United-States,<=50K,0
18,Private,less-HS,Never-married,Other-service,White,Female,15,United-States,<=50K,0
25,Private,Assoc,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
61,Private,Bachelors,Married,Sales,White,Male,50,United-States,>50K,1
41,Private,Bachelors,Married,Sales,White,Male,50,United-States,>50K,1
46,government,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
47,Private,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
61,Private,less-HS,Divorced,Other-service,White,Female,40,United-States,<=50K,0
58,Private,Doctorate,Married,Prof-specialty,White,Male,50,United-States,>50K,1
37,Private,Assoc,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
39,Private,Masters,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
34,Private,HS-grad,Married,Sales,White,Male,70,United-States,<=50K,0
59,Private,less-HS,Divorced,Farming-fishing,White,Male,40,United-States,<=50K,0
31,Private,Some-college,Never-married,Machine-op-inspct,White,Female,25,United-States,<=50K,0
30,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
36,self-employ,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
56,government,HS-grad,Married,Transport-moving,White,Male,40,United-States,>50K,1
52,Private,HS-grad,Married,Sales,White,Male,44,United-States,<=50K,0
40,government,Doctorate,Married,Prof-specialty,White,Male,50,United-States,>50K,1
53,Private,Some-college,Married,Tech-support,White,Male,40,United-States,<=50K,0
53,government,Some-college,Never-married,Protective-serv,White,Female,40,United-States,<=50K,0
28,self-employ,Bachelors,Never-married,Tech-support,White,Male,45,United-States,<=50K,0
21,Private,Some-college,Never-married,Adm-clerical,White,Male,45,United-States,<=50K,0
42,Private,less-HS,Married,Craft-repair,White,Male,35,United-States,<=50K,0
34,Private,Masters,Married,Prof-specialty,White,Male,55,United-States,>50K,1
31,Private,Some-college,Never-married,Adm-clerical,White,Female,43,United-States,<=50K,0
42,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
45,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
33,Private,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
33,Private,Assoc,Married,Craft-repair,Black,Male,40,United-States,<=50K,0
26,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
31,Private,Some-college,Never-married,Machine-op-inspct,White,Female,50,United-States,<=50K,0
25,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
37,Private,Bachelors,Married,Exec-managerial,White,Male,45,United-States,>50K,1
35,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
35,self-employ,HS-grad,Married,Other-service,White,Male,60,United-States,<=50K,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
29,Private,Some-college,Married,Exec-managerial,Black,Female,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Sales,White,Male,30,United-States,<=50K,0
41,Private,Bachelors,Married,Craft-repair,White,Male,55,United-States,>50K,1
41,government,Assoc,Married,Tech-support,White,Male,40,United-States,>50K,1
51,Private,HS-grad,Divorced,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
34,government,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
44,self-employ,Some-college,Never-married,Farming-fishing,White,Male,60,United-States,<=50K,0
42,Private,HS-grad,Married,Prof-specialty,White,Male,48,United-States,<=50K,0
36,Private,Some-college,Never-married,Sales,White,Female,35,United-States,<=50K,0
42,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
65,Private,Bachelors,Divorced,Prof-specialty,White,Male,40,United-States,<=50K,0
55,government,HS-grad,Married,Tech-support,White,Male,40,United-States,>50K,1
52,Private,Masters,Divorced,Prof-specialty,White,Female,60,United-States,<=50K,0
26,Private,HS-grad,Married,Sales,White,Male,55,United-States,<=50K,0
45,Private,Bachelors,Married,Sales,White,Male,55,United-States,<=50K,0
18,Private,less-HS,Never-married,Sales,White,Female,20,United-States,<=50K,0
48,self-employ,HS-grad,Divorced,Craft-repair,White,Male,60,United-States,>50K,1
23,Private,Some-college,Never-married,Adm-clerical,Black,Female,25,United-States,<=50K,0
47,Private,HS-grad,Divorced,Adm-clerical,White,Female,35,United-States,<=50K,0
48,government,HS-grad,Married,Adm-clerical,White,Male,36,United-States,<=50K,0
24,Private,less-HS,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
30,Private,Bachelors,Never-married,Adm-clerical,White,Male,50,United-States,<=50K,0
25,Private,Bachelors,Never-married,Prof-specialty,White,Male,20,United-States,<=50K,0
55,Private,Bachelors,Married,Tech-support,White,Male,55,United-States,>50K,1
25,Private,HS-grad,Married,Machine-op-inspct,White,Male,48,United-States,<=50K,0
33,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
62,Private,Assoc,Divorced,Other-service,White,Male,40,United-States,<=50K,0
34,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
42,self-employ,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
44,government,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
23,Private,Bachelors,Never-married,Sales,White,Male,12,United-States,<=50K,0
45,Private,Bachelors,Divorced,Prof-specialty,White,Female,50,United-States,<=50K,0
38,self-employ,HS-grad,Married,Exec-managerial,White,Male,50,United-States,<=50K,0
40,Private,HS-grad,Married,Sales,White,Male,45,United-States,>50K,1
39,Private,Some-college,Divorced,Handlers-cleaners,White,Male,50,United-States,>50K,1
31,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
48,Private,less-HS,Divorced,Sales,White,Female,38,United-States,<=50K,0
17,Private,less-HS,Never-married,Adm-clerical,White,Female,23,United-States,<=50K,0
58,government,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
45,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
46,Private,HS-grad,Married,Adm-clerical,White,Female,40,United-States,>50K,1
46,Private,Some-college,Married,Craft-repair,White,Male,38,United-States,>50K,1
45,Private,HS-grad,Divorced,Sales,Black,Male,40,United-States,<=50K,0
49,Private,Assoc,Never-married,Exec-managerial,White,Female,40,United-States,<=50K,0
57,self-employ,Some-college,Married,Farming-fishing,White,Male,50,United-States,<=50K,0
25,self-employ,HS-grad,Never-married,Farming-fishing,White,Male,35,United-States,<=50K,0
27,Private,Assoc,Married,Other-service,White,Male,60,United-States,<=50K,0
31,Private,Assoc,Never-married,Adm-clerical,White,Male,38,United-States,<=50K,0
40,Private,HS-grad,Married,Other-service,White,Male,45,United-States,<=50K,0
26,Private,HS-grad,Married,Sales,White,Male,40,United-States,<=50K,0
35,self-employ,Prof-school,Married,Prof-specialty,White,Male,65,United-States,>50K,1
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,16,United-States,<=50K,0
48,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
56,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
32,Private,HS-grad,Married,Tech-support,White,Female,36,United-States,<=50K,0
48,Private,HS-grad,Married,Other-service,White,Male,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Handlers-cleaners,White,Male,20,United-States,<=50K,0
22,self-employ,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
36,Private,HS-grad,Never-married,Other-service,Black,Female,40,United-States,<=50K,0
57,government,Masters,Married,Sales,White,Male,40,United-States,>50K,1
37,Private,Bachelors,Married,Tech-support,White,Male,40,United-States,>50K,1
39,Private,Assoc,Married,Sales,White,Male,24,United-States,<=50K,0
22,Private,HS-grad,Divorced,Sales,White,Male,40,United-States,<=50K,0
47,Private,less-HS,Divorced,Handlers-cleaners,Black,Male,40,United-States,<=50K,0
42,self-employ,Prof-school,Married,Prof-specialty,White,Male,50,United-States,>50K,1
48,Private,HS-grad,Divorced,Sales,White,Female,20,United-States,<=50K,0
32,Private,Some-college,Never-married,Exec-managerial,White,Male,60,United-States,<=50K,0
23,Private,Some-college,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
44,self-employ,HS-grad,Divorced,Exec-managerial,White,Female,60,United-States,<=50K,0
60,Private,HS-grad,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
37,Private,Some-college,Separated,Handlers-cleaners,Black,Male,35,United-States,<=50K,0
40,self-employ,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
19,Private,HS-grad,Never-married,Other-service,Black,Male,40,United-States,<=50K,0
45,Private,Some-college,Married,Exec-managerial,White,Male,60,United-States,>50K,1
27,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
48,Private,HS-grad,Married,Craft-repair,White,Male,45,United-States,<=50K,0
35,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
43,Private,less-HS,Married,Adm-clerical,Black,Male,40,United-States,<=50K,0
32,Private,HS-grad,Never-married,Transport-moving,White,Male,60,United-States,<=50K,0
36,Private,HS-grad,Married,Transport-moving,White,Male,70,United-States,>50K,1
28,Private,less-HS,Divorced,Sales,White,Male,40,United-States,<=50K,0
29,Private,Bachelors,Married,Transport-moving,White,Male,20,United-States,<=50K,0
34,government,HS-grad,Married,Other-service,White,Male,50,United-States,<=50K,0
30,Private,Bachelors,Married,Sales,White,Male,40,United-States,<=50K,0
48,Private,Assoc,Married,Prof-specialty,White,Male,45,United-States,<=50K,0
53,government,less-HS,Married,Other-service,White,Male,40,United-States,<=50K,0
41,government,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
22,Private,less-HS,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
36,government,HS-grad,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
24,Private,Some-college,Never-married,Other-service,White,Male,45,United-States,<=50K,0
27,Private,Assoc,Married,Adm-clerical,White,Female,35,United-States,<=50K,0
