instnm,city,stabbr,preddeg,region,locale,adm_rate,actcmmid,ugds,costt4_a,costt4_p,tuitionfee_in,tuitionfee_out,debt_mdn,grad_debt_mdn,female
South Texas Training Center,San Benito,TX,Certificate Degree,Southwest,Suburb: Midsize,NA,NA,170,12220,NA,10695,10695,3926,4125,0.874384237
Columbia College,Centreville,VA,Certificate Degree,Southeast,Suburb: Large,NA,NA,347,NA,15167,NA,NA,4523,5765,0.656424581
Vermont College of Fine Arts,Montpelier,VT,Entirely Graduate Degree,New England,Town: Distant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Advanced Welding Institute,South Burlington,VT,Certificate Degree,New England,City: Small,NA,NA,42,NA,25523,NA,NA,5077,NA,NA
Paul Mitchell the School-Memphis,Memphis,TN,Certificate Degree,Southeast,City: Large,NA,NA,177,NA,15961,NA,NA,9833,12500,0.926470588
Pima Medical Institute-East Valley,Mesa,AZ,Certificate Degree,Southwest,Suburb: Large,NA,NA,493,NA,19795,NA,NA,8445,8708,0.831303808
Virginia College-Charleston,North Charleston,SC,Certificate Degree,Southeast,City: Midsize,NA,NA,388,NA,33138,NA,NA,11438,16710,0.780756537
Paul Mitchell the School-Cleveland,Twinsburg,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,193,NA,16888,NA,NA,10269,16500,NA
Paul Mitchell the School-Columbus,Columbus,OH,Certificate Degree,Great Lakes,City: Large,NA,NA,192,NA,16426,NA,NA,9833,14167,0.949612403
Georgia Beauty Academy,Dalton,GA,Certificate Degree,Southeast,City: Small,NA,NA,108,NA,15788,NA,NA,6123.5,9500,NA
Empire Beauty School-Lauderhill,Lauderhill,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,79,NA,19490,NA,NA,8147,11766,0.944972486
Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,Certificate Degree,Plains,Suburb: Large,NA,NA,94,NA,17276,NA,NA,8915,11709,0.933764136
MediaTech Institute-Houston,Houston,TX,Certificate Degree,Southwest,City: Large,NA,NA,99,NA,25571,NA,NA,12125,14750,0.16
Fortis College-Phoenix,Phoenix,AZ,Certificate Degree,Southwest,City: Large,NA,NA,156,26647,NA,13215,13215,9500,19999.5,0.797942002
Platt College-Miller-Motte-Raleigh,Raleigh,NC,Certificate Degree,Southeast,City: Large,NA,NA,435,24802,NA,11100,11100,9500,20000,0.851903528
Lamson Institute,San Antonio,TX,Certificate Degree,Southwest,City: Large,NA,NA,288,NA,24527,NA,NA,7600,8050,0.488584475
College of Hair Design-East Campus,Lincoln,NE,Certificate Degree,Plains,City: Large,NA,NA,40,NA,19346,NA,NA,12503,14499,0.711790393
Sanford-Brown College-Online,Tampa,FL,Bachelor Degree,Southeast,Suburb: Large,NA,NA,25,NA,NA,NA,NA,23720.5,30332.5,0.497109827
Argosy University-Phoenix Online Division,Chandler,AZ,Bachelor Degree,Southwest,Suburb: Large,NA,NA,4519,33303,NA,13438,13438,13437.5,30481,0.649788711
Fortis College-Salt Lake City,Salt Lake City,UT,Certificate Degree,Rocky Mountains,Suburb: Large,NA,NA,490,23511,NA,17614,17614,9500,12716,0.641943734
Polytechnic University of Puerto Rico-Miami,Miami,FL,Bachelor Degree,Southeast,Suburb: Large,NA,NA,61,28665,NA,12090,12090,10166,20832,0.223521767
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,Bachelor Degree,Southeast,Suburb: Large,NA,NA,124,18425,NA,11580,11580,10166,20832,0.223521767
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,Certificate Degree,Great Lakes,City: Large,NA,NA,123,NA,22955,NA,NA,9500,9500,0.946379215
Ross Medical Education Center-Portage,Portage,MI,Certificate Degree,Great Lakes,City: Small,NA,NA,135,NA,24015,NA,NA,9500,9500,0.941152432
Geisinger Commonwealth School of Medicine,Scranton,PA,Entirely Graduate Degree,Mid East,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josef's School of Hair Skin & Body-Fargo,Fargo,ND,Certificate Degree,Plains,City: Midsize,NA,NA,68,NA,17262,NA,NA,7915,11500,NA
Northeast Technology Center-Claremore,Claremore,OK,Certificate Degree,Southwest,Rural: Fringe,NA,NA,114,NA,NA,NA,NA,NA,NA,0.562091503
Platt College-McCann-Allentown,Allentown,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,568,23963,NA,11180,11180,14213,24549.5,0.734995889
Salon Success Academy-Fontana,Fontana,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,35,NA,16249,NA,NA,9500,10556,0.969483568
Salon Success Academy-Redlands,Redlands,CA,Certificate Degree,Far West,City: Small,NA,NA,95,NA,15693,NA,NA,9500,10556,0.969483568
Strayer University-West Virginia,Scott Depot,WV,Bachelor Degree,Southeast,Suburb: Midsize,NA,NA,142,NA,NA,13857,13857,9500,34239.5,0.750834485
Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,LA,Certificate Degree,Southeast,City: Midsize,NA,NA,156,NA,14659,NA,NA,9549.5,13833,0.968531469
Beauty Schools of America-Homestead,Homestead,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,261,NA,26133,NA,NA,9500,9500,0.780921953
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,Certificate Degree,Southwest,City: Midsize,NA,NA,289,NA,29629,NA,NA,9494.5,10031.5,0.655850541
Platt College-STVT-Corpus Christi,Corpus Christi,TX,Certificate Degree,Southwest,City: Large,NA,NA,345,NA,31884,NA,NA,9500,11332,0.51059207
L'Ecole Culinaire-Memphis,Cordova,TN,Certificate Degree,Southeast,City: Large,NA,NA,272,25471,NA,13745,13745,13930.5,20000,0.513975155
University of Minnesota-Rochester,Rochester,MN,Bachelor Degree,Plains,City: Midsize,0.513,24,459,24940,NA,13352,13352,17000,20000,0.559390667
Health And Style Institute,Greensboro,NC,Certificate Degree,Southeast,City: Large,NA,NA,451,NA,22588,NA,NA,5115,8444,0.966763006
College of Business and Technology-Cutler Bay,Cutler Bay,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,126,19756,NA,13052,13052,8800,8824,0.183309558
Herzing University-Toledo,Toledo,OH,Associate Degree,Great Lakes,City: Large,0.9143,NA,213,27608,NA,13850,13850,11766,23139.5,0.813546519
Capri Beauty College,New Lenox,IL,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,43,NA,16976,NA,NA,9833,9833,NA
Milan Institute-Bakersfield,Bakersfield,CA,Certificate Degree,Far West,City: Large,NA,NA,341,NA,20605,NA,NA,7831,8971,0.862682772
Homestead Schools,Torrance,CA,Certificate Degree,Far West,City: Midsize,NA,NA,150,NA,17687,NA,NA,17072,17072,0.776397516
Carrington College-Las Vegas,Las Vegas,NV,Certificate Degree,Far West,City: Midsize,0.5677,NA,322,NA,20381,NA,NA,9196,9500,0.821158129
Carrington College-Reno,Reno,NV,Associate Degree,Far West,City: Midsize,0.7455,NA,362,NA,26308,NA,NA,9500,9500,0.855537721
Chamberlain University-Florida,Jacksonville,FL,Bachelor Degree,Southeast,City: Large,0.8333,NA,1021,NA,NA,19375,19375,18697.5,22893.5,0.896986301
Remington College-Columbia Campus,Columbia,SC,Certificate Degree,Southeast,City: Midsize,NA,NA,272,NA,22005,NA,NA,9500,14119,0.77140975
Washington Barber College Inc,Little Rock,AR,Certificate Degree,Southeast,City: Midsize,NA,NA,63,NA,13590,NA,NA,9833,16500,0.261306533
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,Certificate Degree,Far West,City: Small,NA,NA,212,NA,23609,NA,NA,9500,9500,0.336653387
Horizon University,Indianapolis,IN,Bachelor Degree,Great Lakes,Suburb: Large,NA,NA,16,NA,NA,9300,9300,NA,NA,NA
San Diego Culinary Institute,La Mesa,CA,Certificate Degree,Far West,Suburb: Large,0.6809,NA,39,NA,29219,NA,NA,8143,9500,0.48
Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,60,NA,20471,NA,NA,2625,NA,NA
Academy for Jewish Religion-California,Los Angeles,CA,Entirely Graduate Degree,Far West,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angeles College,Los Angeles,CA,Certificate Degree,Far West,City: Large,NA,NA,156,NA,16100,NA,NA,8119,9000,0.738219895
Angeles Institute,ARTESIA,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,96,NA,25319,NA,NA,16850,16850,0.819935691
Paul Mitchell the School-Temecula,Temecula,CA,Certificate Degree,Far West,City: Midsize,NA,NA,340,NA,23235,NA,NA,10556,14101,0.966101695
European Academy of Cosmetology and Hairdressing,Guilford,CT,Certificate Degree,New England,Suburb: Large,NA,NA,28,NA,NA,NA,NA,9833,NA,NA
International Institute of Cosmetology,Wethersfield,CT,Certificate Degree,New England,Suburb: Large,NA,NA,185,NA,17015,NA,NA,9833,9833,0.925
Florida School of Traditional Midwifery,Gainesville,FL,Certificate Degree,Southeast,City: Midsize,NA,NA,51,NA,NA,NA,NA,15598,32066.5,NA
Emerald Coast Technical College,DeFuniak Springs,FL,Certificate Degree,Southeast,Town: Distant,NA,NA,196,NA,13549,NA,NA,NA,NA,0.676829268
Immokalee Technical College,Immokalee,FL,Certificate Degree,Southeast,Town: Distant,NA,NA,205,NA,9030,NA,NA,NA,NA,0.568306011
American Academy of Cosmetology,Orange Park,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,83,NA,23328,NA,NA,6759,9500,0.720930233
University of Fort Lauderdale,Lauderhill,FL,Associate Degree,Southeast,Suburb: Large,NA,NA,57,13484,NA,7410,7410,NA,NA,0.212765957
Aviation Institute of Maintenance-Orlando,Casselberry,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,266,26421,NA,16757,16757,15527,19995,0.065656566
Summit Salon Academy,Tampa,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,127,NA,18841,NA,NA,8133,9833,0.925287356
Summit Salon Academy-Gainesville,Gainesville,FL,Certificate Degree,Southeast,Suburb: Midsize,NA,NA,80,NA,19087,NA,NA,9500,13000,0.915492958
Tenaj Salon Institute,The Villages,FL,Certificate Degree,Southeast,City: Small,NA,NA,130,NA,23300,NA,NA,9000,9500,0.951690821
Profile Institute of Barber-Styling,Atlanta,GA,Certificate Degree,Southeast,City: Large,NA,NA,56,NA,17191,NA,NA,16500,16500,0.211764706
Keune Academy by 124,Lawrenceville,GA,Certificate Degree,Southeast,Suburb: Large,NA,NA,86,NA,21828,NA,NA,8569,8569,NA
Pacific Rim Christian University,Honolulu,HI,Bachelor Degree,Far West,City: Large,0.569,NA,121,21905,NA,10460,10460,NA,NA,0.478723404
Urban 113 School of Cosmetology,TWINFALLS,ID,Certificate Degree,Rocky Mountains,Town: Remote,NA,NA,24,27238,NA,13750,13750,5500,NA,NA
Ambria College of Nursing,Hoffman Estates,IL,Associate Degree,Great Lakes,City: Small,NA,NA,317,NA,NA,NA,NA,9500,18961,0.905956113
Midwestern Career College,Chicago,IL,Certificate Degree,Great Lakes,City: Large,NA,NA,563,NA,24156,NA,NA,7335,7917,0.896890344
Paul Mitchell the School-Normal,Normal,IL,Certificate Degree,Great Lakes,Suburb: Midsize,NA,NA,128,NA,18642,NA,NA,9833,10974,NA
Innovations Design Academy,Canton,IL,Certificate Degree,Great Lakes,Town: Distant,NA,NA,23,NA,14820,NA,NA,7422,9188,NA
Aveda Fredric's Institute-Indianapolis,Indianapolis,IN,Certificate Degree,Great Lakes,City: Large,NA,NA,216,NA,23360,NA,NA,9500,9833,0.953271028
Summit Salon Academy,Anderson,IN,Certificate Degree,Great Lakes,City: Small,NA,NA,102,NA,15864,NA,NA,9075,9833,NA
Eric Fisher Academy,Wichita,KS,Certificate Degree,Plains,City: Large,NA,NA,171,NA,18316,NA,NA,9339,9339,NA
My Le's Beauty College,Gretna,LA,Certificate Degree,Southeast,Suburb: Large,NA,NA,23,NA,14239,NA,NA,NA,NA,0.830508475
Blackstone Valley Vocational Regional School District,Upton,MA,Certificate Degree,New England,Suburb: Large,NA,NA,25,NA,NA,NA,NA,9500,NA,NA
Southern Worcester County Regional Vocational School District,Charlton,MA,Certificate Degree,New England,Rural: Fringe,NA,NA,36,NA,29158,NA,NA,9500,NA,NA
L'esprit Academy,Canton,MI,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,154,NA,18264,NA,NA,6333,6333,NA
Marketti Academy of Cosmetology,Waterford,MI,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,56,NA,13205,NA,NA,6166.5,7362,NA
CenterPoint Massage and Shiatsu Therapy School and Clinic,St Louis Park,MN,Certificate Degree,Plains,Suburb: Large,NA,NA,93,NA,26263,NA,NA,9500,9500,0.75
Avalon School of Cosmetology,Worthington,MN,Certificate Degree,Plains,Town: Remote,NA,NA,18,NA,17491,NA,NA,NA,NA,NA
American Business and Technology University,St Joseph,MO,Associate Degree,Plains,City: Small,NA,NA,270,NA,25036,NA,NA,19562.5,22191,0.440816327
City Vision University,Kansas City,MO,Bachelor Degree,Plains,City: Large,NA,NA,102,14100,NA,5600,5600,3600,NA,0.506493507
Transformed Barber and Cosmetology Academy,Kansas City,MO,Certificate Degree,Plains,City: Large,NA,NA,38,NA,24032,NA,NA,6333,9500,0.697368421
Bitterroot School of Cosmetology,Hamilton,MT,Certificate Degree,Rocky Mountains,Town: Remote,NA,NA,37,NA,11934,NA,NA,6017,NA,NA
Montana Academy of Salons,Great Falls,MT,Certificate Degree,Rocky Mountains,City: Small,NA,NA,82,NA,16057,NA,NA,7737,11464,NA
National Career Institute,East Orange,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,200,25520,NA,12500,12500,6756,6756,0.362694301
Toni & Guy Hairdressing Academy-Albuquerque,Albuquerque,NM,Certificate Degree,Southwest,City: Large,NA,NA,177,NA,23465,NA,NA,9833,12944,0.875
International Academy of Style,Reno,NV,Certificate Degree,Far West,City: Midsize,NA,NA,94,NA,17977,NA,NA,8450,8951,NA
EDP School,Brooklyn,NY,Certificate Degree,Mid East,City: Large,NA,NA,159,NA,12271,NA,NA,NA,NA,0.869047619
New York Medical Career Training Center,Flushing,NY,Certificate Degree,Mid East,City: Large,NA,NA,310,NA,18575,NA,NA,5383,5500,0.935064935
Institute of Culinary Education,New York,NY,Certificate Degree,Mid East,City: Large,NA,NA,558,NA,NA,NA,NA,6439,6439,0.54805726
The Salon Professional Academy-Tonawanda,Tonawanda,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,131,NA,12736,NA,NA,6333,6333,NA
Onondaga School of Therapeutic Massage-Syracuse,Syracuse,NY,Certificate Degree,Mid East,City: Midsize,NA,NA,34,NA,21532,NA,NA,8769,8769,0.823809524
Academy of Cosmetology and Esthetics NYC,Staten Island,NY,Certificate Degree,Mid East,City: Large,NA,NA,87,NA,20964,NA,NA,5500,5500,NA
Finger Lakes School of Massage,Ithaca,NY,Certificate Degree,Mid East,City: Small,NA,NA,22,NA,20240,NA,NA,7917,7917,0.746170678
Four County Career Center,Archbold,OH,Certificate Degree,Great Lakes,Rural: Distant,NA,NA,188,NA,NA,NA,NA,NA,NA,NA
Elevate Salon Institute,Middleburg Heights,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,39,NA,14427,NA,NA,7505,9500,NA
Summit Salon Academy-Perrysburg,Perrysburg,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,57,NA,11746,NA,NA,10959,NA,NA
Portland Actors Conservatory,Portland,OR,Certificate Degree,Far West,City: Large,0.6667,NA,23,22091,NA,12115,12115,20000,NA,0.545454546
Somerset County Technology Center,Somerset,PA,Certificate Degree,Mid East,Rural: Fringe,NA,NA,70,NA,12334,NA,NA,14492,NA,0.85
Metro Beauty Academy,Allentown,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,168,NA,20198,NA,NA,8028,8028,NA
Academy for Careers and Technology,Mullins,SC,Certificate Degree,Southeast,Rural: Fringe,NA,NA,39,NA,12327,NA,NA,NA,NA,NA
Aiken School of Cosmetology and Barbering,Aiken,SC,Certificate Degree,Southeast,Suburb: Large,NA,NA,66,NA,21293,NA,NA,8500,NA,0.75
Love Beauty School Inc,Manchester,TN,Certificate Degree,Southeast,Town: Distant,NA,NA,67,NA,12213,NA,NA,5585.5,8958,NA
Professional Career Training Institute,Houston,TX,Certificate Degree,Southwest,City: Large,NA,NA,121,NA,24524,NA,NA,7800,9308.5,0.346153846
Houston International College Cardiotech Ultrasound School,Houston,TX,Certificate Degree,Southwest,City: Large,NA,NA,71,24492,NA,10713,10713,18314,20000,0.793103448
DuVall's School of Cosmetology,Bedford,TX,Certificate Degree,Southwest,Suburb: Large,NA,NA,54,NA,21958,NA,NA,7917,7917,NA
Advanced Beauty College,Irving,TX,Certificate Degree,Southwest,City: Midsize,NA,NA,48,NA,10380,NA,NA,NA,NA,NA
Texas Beauty College,Haltom city,TX,Certificate Degree,Southwest,Suburb: Large,NA,NA,49,NA,10437,NA,NA,NA,NA,NA
Avenue Five Institute,Austin,TX,Certificate Degree,Southwest,City: Large,NA,NA,295,NA,21884,NA,NA,6782.5,7650,0.905444126
The Salon Professional Academy-Lewisville,Lewisville,TX,Certificate Degree,Southwest,Suburb: Large,NA,NA,97,NA,16928,NA,NA,9833,9833,NA
