post_code,seq_key,fips,pub_seq,lib_code,name,addr,city,zip,zip4,phone,service_pop,num_main,num_branch,num_bookmobile,num_other,fte_lib_ms,fte_lib,fte_other,fte_tot,inc_local,inc_state,inc_fed,inc_other,inc_total,opx_sal,opx_ben,opx_tot_st,opx_tot_cl,opx_oth,opx_total,cap_outlay,col_books,col_audio,col_film,col_video,col_c_serial,pshours,attendance,reference_trans,circulation,ill_out,ill_in
KS,0022,20,0022,FSCS0022,Glen Elder Library,Glen Elder,Glen Elder,67446,9801,9135453632,470,1,0,0,0,0,2,0,2,3278,251,0,1443,4972,2412,200,2612,1266,1871,5749,0,8025,0,0,0,13,520,NA,5,1837,1,44
KS,0023,20,0023,FSCS0023,Jewell Public Library,101 1/2 Washington,Jewell,66949,0157,9134283323,530,1,0,0,0,0,1,0,1,3328,269,0,1765,5362,2376,0,2376,1729,550,4655,0,4740,24,0,0,2,988,3224,12,5054,5,4
KS,0024,20,0024,FSCS0024,Delphos Public Library,P.O. Box 284,Delphos,67436,NA,9135234668,530,1,0,0,0,0,3,0,3,6108,275,0,1613,7996,3600,560,4160,1100,1830,7090,0,7322,0,0,0,16,832,1040,2,3287,21,46
KS,0025,20,0025,FSCS0025,Kensington Community/School Library,P.O. Box 188,Kensington,66951,NA,9134762219,580,1,0,0,1,0,1,1,2,2746,299,550,1740,5335,1676,278,1954,1732,665,4351,1200,2715,69,40,6,74,1300,4316,34,3215,20,85
KS,0026,20,0026,FSCS0026,Glasco City Library,P.O. Box 595,Glasco,67445,0595,9135682638,600,1,0,0,0,0,2,0,2,4862,304,0,1635,6801,3451,0,3451,0,1903,5354,0,5756,108,0,4,20,832,4212,15,5717,7,39
KS,0027,20,0027,FSCS0027,"Hesperian Library, Cawker City",802 Locust St.,Cawker City,67430,NA,9137814925,630,1,0,0,0,0,1,0,1,9653,309,0,1705,11667,5536,0,5536,5684,2024,13244,11000,10281,31,0,7,16,1456,3900,10,8078,6,107
KS,0028,20,0028,FSCS0028,Kanopolis Public Library,P.O. Box 205,Kanopolis,67454,0205,9134723053,650,1,0,0,0,0,2,0,2,3504,246,0,1740,5490,2240,0,2240,1570,1680,5490,0,6363,131,5,3,19,1612,3120,10,3550,54,69
KS,0029,20,0029,FSCS0029,Logan Public Library,P.O. Box 356,Logan,67646,NA,9136894333,620,1,0,0,0,0,2,1,3,6333,328,0,1693,8354,2950,272,3222,1231,2114,6567,1787,6161,147,0,3,18,1560,3900,15,7837,27,97
KS,0030,20,0030,FSCS0030,"Randolph-Decker Public Library, Clyde","101 S. Green, P.O. Box 85",Clyde,66938,0085,9134463563,820,1,0,0,2,0,2,0,2,6650,340,0,1640,8630,3600,0,3600,2180,3050,8830,0,12302,7,0,2,15,832,4576,3,5361,14,38
KS,0031,20,0031,FSCS0031,"Lang Memorial Library, Wilson",P.O. Box 310,Wilson,67490,NA,9136583648,790,1,0,0,0,0,2,0,2,9847,419,0,1765,12031,2291,229,2520,4485,3538,10543,0,12144,0,0,29,17,884,2964,8,3166,5,22
KS,0032,20,0032,FSCS0032,"Independent Township Library, Claflin","217 Main, P.O. Box 163",Claflin,67525,NA,3165873488,890,1,0,0,0,0,1,0,1,8699,448,0,1527,10674,3932,367,4299,1979,3370,9648,15,7929,0,0,0,21,-52,3380,20,6695,15,102
KS,0033,20,0033,FSCS0033,Mankato City Library,210 N. Commercial,Mankato,66956,NA,9133783885,930,1,0,0,1,0,2,0,2,5825,524,0,4333,10682,5583,0,5583,3646,1041,10270,0,12913,400,0,34,45,1300,7800,15,11201,30,93
KS,0034,20,0034,FSCS0034,Downs Carnegie Library,504 Morgan,Downs,67437,2019,9134543821,1170,1,0,0,0,0,2,0,2,14385,600,0,4345,19330,8569,0,8569,4101,6847,19517,0,10652,510,1,31,45,1352,4576,324,9560,86,195
KS,0035,20,0035,FSCS0035,Lincoln Carnegie Library,203 S. 3rd,Lincoln,67455,NA,9135244034,2390,1,0,0,0,0,2,0,2,19000,672,0,4345,24017,11264,1049,12313,3917,5260,21490,5432,19347,650,50,180,48,1300,13000,12,26815,22,284
KS,0036,20,0036,FSCS0036,"Barnard Library, La Crosse","521 Elm St., P.O. Box 100",La Crosse,67548,0250,9132222826,1410,1,0,0,0,0,2,0,2,21799,862,0,4345,27006,8759,620,9379,5485,16678,31542,12000,12042,350,82,0,60,1560,10400,75,12965,25,108
KS,0037,20,0037,FSCS0037,Stockton Public Library,124 N. Cedar,Stockton,67669,1636,9134256372,1660,1,0,0,0,0,2,2,4,33603,873,1600,4403,40479,20516,2130,22646,7557,8546,38749,0,12850,397,4,150,48,2392,24700,155,30099,88,320
KS,0038,20,0038,FSCS0038,Osborne Public Library,307 W. Main,Osborne,67473,NA,9133465486,1840,1,0,0,1,0,3,0,3,22847,936,0,4345,28128,12562,1462,14024,6140,2912,23076,16162,11297,495,0,150,40,1586,6500,32,39603,134,198
KS,0039,20,0039,FSCS0039,Minneapolis Public Library,209 N. Sheridan,Minneapolis,67467,NA,9133923205,2000,1,0,0,0,0,2,0,2,15609,995,0,4345,20949,11282,1086,12368,5129,3452,20949,0,15234,90,4,114,42,1820,7696,20,19644,53,70
KS,0040,20,0040,FSCS0040,Smith Center Public Library,119 W. Court St.,Smith Center,66967,NA,9132823361,1980,1,0,0,1,0,2,0,2,23944,1000,0,4345,29289,11360,2126,13486,7830,2884,24200,0,16941,390,2,114,52,2028,20852,210,30119,119,140
KS,0041,20,0041,FSCS0041,Ellis Public Library,907 Washington St.,Ellis,67637,0107,9137263464,1960,1,0,0,0,0,2,1,3,21322,1020,0,4345,26687,11399,872,12271,4107,8713,25091,612,12247,0,32,8,54,2184,14872,26,20932,57,233
KS,0042,20,0042,FSCS0042,Plainville Memorial Library,200 S.W. 1st St.,Plainville,67663,NA,9134342786,2100,1,0,0,0,0,2,1,3,28172,1157,0,4345,33674,21622,0,21622,7040,5860,34522,15000,12020,205,0,9,43,2184,23400,185,24354,164,443
KS,0043,20,0043,FSCS0043,"J. H. Robbins Memorial Library, Ellsworth",219 N. Lincoln,Ellsworth,67439,NA,9134723969,2340,1,0,0,2,0,2,1,3,29100,1167,0,4345,34612,17380,0,17380,8447,8636,34463,2000,13746,191,0,38,66,2288,17576,18,36079,101,178
KS,0044,20,0044,FSCS0044,Ellinwood School - Community Library,210 N. Schiller,Ellinwood,67526,1651,3165642306,2320,1,0,0,0,0,1,3,4,19552,1231,0,5918,26701,1660,371,2031,11926,12744,26701,0,27587,1078,157,296,111,3120,5980,85,35201,97,36
KS,0045,20,0045,FSCS0045,Belleville Public Library,1327 19th St.,Belleville,66935,NA,9135275305,2510,1,0,0,7,0,1,4,5,52050,1270,1182,6133,60635,24356,2475,26831,12515,21204,60550,949,21425,1124,11,160,62,1924,14352,44,30378,295,394
KS,0046,20,0046,FSCS0046,Phillipsburg City Library,888 4th St.,Phillipsburg,67661,NA,9135435325,2930,1,0,0,2,0,1,3,4,44118,1422,0,6576,52116,25207,1971,27178,10794,14796,52768,0,21601,65,40,96,65,2392,26520,30,52048,261,460
KS,0047,20,0047,FSCS0047,Hoisington Public Library,169 S. Walnut,Hoisington,67544,NA,3166534128,3270,1,0,0,0,0,3,0,3,36291,1755,0,6145,44191,22056,2127,24183,12108,3237,39528,0,24047,868,32,68,87,2184,26000,100,24763,101,91
KS,0048,20,0048,FSCS0048,"Port Library, Beloit",311 W. Main,Beloit,67420,2748,9137383936,3840,1,0,0,1,0,2,3,5,34004,1956,0,6145,42105,24607,2061,26668,10179,13110,49957,0,21571,923,8,0,87,2002,12012,175,38590,210,391
KS,0049,20,0049,FSCS0049,Russell Public Library,126 E. 6th,Russell,67665,2041,9134832742,4760,1,0,0,0,0,1,5,6,85476,2574,0,6145,94195,41661,3920,45581,22877,25642,94100,0,32760,238,0,8,96,2496,19500,150,35400,305,425
KS,0050,20,0050,FSCS0050,"Frank Carlson Library, Concordia",702 Broadway,Concordia,66901,NA,9132432250,6260,1,0,0,5,1,2,6,8,96517,3202,251,10645,110615,49280,13571,62851,18778,37279,118908,1350,34706,1148,23,739,122,3328,62400,120,69709,843,736
KS,0051,20,0051,FSCS0051,"Jordaan Memorial Library, Larned",724 Broadway,Larned,67550,3051,3162852876,7500,1,0,0,7,0,2,5,7,109011,3715,1250,0,113976,43280,6457,49737,15007,44965,109709,125,36599,1531,50,215,95,2652,25896,120,58651,180,543
KS,0052,20,0052,FSCS0052,Great Bend Public Library,1409 Williams St.,Great Bend,67530,4090,3167922409,15920,1,0,0,3,2,3,15,18,328948,16386,0,10645,355979,163864,25313,189177,41005,116781,346963,3521,76685,1635,154,280,239,2912,72800,90,189727,3189,115
KS,0053,20,0053,FSCS0053,Hays Public Library,1205 Main St.,Hays,67601,3693,9136259014,16910,1,0,0,16,2,7,0,7,436669,8732,0,10633,456034,198000,37100,235100,113933,107000,456033,0,92982,6006,210,2092,210,3380,192400,309,309498,1691,727
KS,0054,20,0054,FSCS0054,Salina Public Library,301 W. Elm St.,Salina,67401,NA,9138254624,43240,1,0,0,2,6,7,4,11,941122,20999,0,10585,972706,402905,64073,466978,174539,172135,813652,57045,175662,4500,60,1850,375,3692,124800,320,426504,2228,1845
KS,0055,20,0055,FSCS0055,Summerfield Public Library,"Main St., P.O. Box 146",Summerfield,66541,NA,9132446531,170,1,0,0,0,0,1,0,1,651,93,0,NA,744,832,0,832,100,0,932,0,2191,0,0,0,4,416,1820,2,1120,1,15
KS,0056,20,0056,FSCS0056,Burns Public Library,P.O. Box 233,Burns,66840,0233,3167265662,230,1,0,0,0,0,1,0,1,1318,103,0,0,1421,787,0,787,235,469,1491,0,2981,0,0,0,5,156,1040,1,1357,0,20
KS,0057,20,0057,FSCS0057,Dwight Library,P.O. Box 278,Dwight,66849,0278,9134823804,350,1,0,0,0,-1,-1,-1,-1,2265,167,7363,300,10095,0,0,0,1110,1366,2476,8326,3311,0,0,3,16,520,1040,NA,3143,0,42
KS,0058,20,0058,FSCS0058,"Elm Creek Township Library, Wilsey",Wilsey,Wilsey,66873,NA,9134972896,340,1,0,0,0,0,1,0,1,3184,176,0,300,3660,1092,0,1092,330,1020,2442,0,5585,0,0,0,2,416,2340,NA,3650,0,11
KS,0059,20,0059,FSCS0059,Leonardville City Library,P.O. Box 141,Leonardville,66449,NA,9132935615,450,1,0,0,0,0,2,0,2,2326,206,0,300,2832,2076,172,2248,365,241,2854,152,5524,0,0,2,0,520,520,0,2918,1,9
KS,0060,20,0060,FSCS0060,Axtell Public Library,401 Maple,Axtell,66403,NA,9137362834,390,1,0,0,0,0,1,0,1,4147,211,0,300,4658,2572,197,2769,648,0,3417,0,4675,0,0,0,0,624,624,NA,2226,3,5
KS,0061,20,0061,FSCS0061,Goessel City Library,214 E. Main,Goessel,67053,0036,3163678111,410,1,0,0,1,0,1,1,2,2075,211,0,300,2586,1436,0,1436,368,192,1996,0,2188,0,0,108,12,416,1040,3,2032,0,52
KS,0062,20,0062,FSCS0062,Hope Community Library,"216 N. Main, P.O. Box 336",Hope,67451,NA,9133667218,450,1,0,0,0,0,1,3,4,2026,225,0,300,2551,1015,0,1015,336,1402,2753,0,3298,4,0,2,2,416,1924,5,2489,0,32
KS,0063,20,0063,FSCS0063,White City Public Library,104 N. 1st St.,White City,66872,0206,9133492228,500,1,0,0,0,0,1,0,1,2819,265,0,300,3384,3744,394,4138,899,1067,6104,0,9872,8,0,0,20,936,2340,5,4583,2,70
KS,0064,20,0064,FSCS0064,Florence Public Library,324 Main St.,Florence,66851,NA,3168784649,570,1,0,0,0,0,1,0,1,8338,294,0,300,8932,3091,242,3333,1226,2112,6671,0,9174,0,0,3,15,780,3380,10,5648,0,36
KS,0065,20,0065,FSCS0065,Clifton Public Library,"104 E. Parallel, P.O. Box J",Clifton,66937,NA,9134552222,580,1,0,0,0,0,2,0,2,5702,300,0,300,6302,2447,403,2850,1739,587,5176,0,4165,10,0,0,7,572,1976,7,3816,7,44
KS,0066,20,0066,FSCS0066,Waterville Public Library,129 E. Commercial,Waterville,66548,NA,9137852769,630,1,0,0,0,0,2,0,2,9497,323,0,300,10120,4709,318,5027,2330,1553,8910,3330,8293,118,0,20,26,780,6448,8,4476,1,64
KS,0067,20,0067,FSCS0067,Hanover Public Library,P.O. Box 97,Hanover,66945,NA,9133372261,680,1,0,0,0,0,1,0,1,8687,353,0,1500,10540,4034,973,5007,2778,561,8346,0,12970,430,42,0,50,1040,7800,20,23177,29,21
KS,0068,20,0068,FSCS0068,Wakefield Public Library,"3rd & Dogwood, P.O. Box 305",Wakefield,67487,0348,9134615510,850,1,0,0,0,0,1,0,1,3818,397,0,300,4515,2317,343,2660,824,362,3846,0,6904,86,0,2,17,624,2860,6,7487,1,24
KS,0069,20,0069,FSCS0069,Enterprise Public Library,"123 S. Factory, P.O. Box 307",Enterprise,67441,0307,9139342351,860,1,0,0,0,0,1,0,1,9592,431,0,1500,11523,5242,412,5654,851,950,7455,0,14486,0,0,0,38,1040,147680,NA,7085,17,28
KS,0070,20,0070,FSCS0070,Solomon Public Library,"108 N. Walnut, P.O. Box 246",Solomon,67480,NA,9136553521,970,1,0,0,0,0,2,0,2,7645,451,0,300,8396,3548,779,4327,2318,1731,8376,0,12352,57,0,0,25,988,3900,10,6902,2,19
KS,0071,20,0071,FSCS0071,Frankfort City Library,107 N. Kansas,Frankfort,66427,9998,9132924320,910,1,0,0,0,0,2,0,2,6811,461,0,300,7572,2038,151,2189,2251,1648,6088,0,5328,40,0,0,21,1716,3380,15,4676,8,40
KS,0072,20,0072,FSCS0072,"Library District #1, Lyon County, Allen",P.O. Box 447,Allen,66833,0447,3165283451,1104,1,0,0,0,0,2,0,2,11682,544,0,0,12226,4386,427,4813,1124,7604,13541,0,8163,70,0,4,3,1040,2704,8,7845,2,57
KS,0073,20,0073,FSCS0073,"Burnley Memorial Library, Cottonwood Falls",P.O. Box 509,Cottonwood Falls,66845,NA,3162738588,1010,1,0,0,0,0,1,0,1,11965,552,0,1500,14017,3565,0,3565,3149,4075,10789,10790,7294,0,0,0,0,832,NA,NA,7086,1,9
KS,0074,20,0074,FSCS0074,Chapman Public Library,"402 N. Marshall, P.O. Box F",Chapman,67431,2644,9139226548,1200,1,0,0,1,0,2,0,2,10110,583,0,1500,12193,4653,478,5131,3070,611,8812,0,14224,278,0,2,38,1404,2600,12,16841,27,82
KS,0075,20,0075,FSCS0075,Blue Rapids Public Library,Public Square,Blue Rapids,66411,1333,9132267131,1220,1,0,0,0,0,1,0,1,5273,627,0,300,6200,2208,338,2546,1758,1475,5779,0,6102,0,0,32,24,832,2184,0,4335,1,19
KS,0076,20,0076,FSCS0076,Washington Library,116 E. 2nd St.,Washington,66968,NA,9133252114,1380,1,0,0,0,0,2,0,2,15918,686,3000,4100,23704,9261,931,10192,9679,6700,26571,0,24980,768,0,9,17,2236,5148,7,20129,43,88
KS,0077,20,0077,FSCS0077,"Elmendaro Township Library, Hartford",P.O. Box 38,Hartford,66854,0038,3163925518,1040,1,0,0,0,0,2,0,2,18142,762,0,0,18904,4626,24,4650,3658,1060,9368,9788,6963,56,0,38,19,1040,NA,NA,9644,0,12
KS,0078,20,0078,FSCS0078,Americus Township Library,"710 Main, P.O. Box 404",Americus,66835,NA,3164435503,1830,1,0,0,0,0,2,0,2,23655,780,0,0,24435,8141,784,8925,5287,10223,24435,0,15411,189,0,0,28,1560,10400,25,37366,0,0
KS,0079,20,0079,FSCS0079,Peabody Township Library,214 Walnut,Peabody,66866,NA,3169832494,1540,1,0,0,0,0,2,0,2,11389,835,0,1500,13724,5071,0,5071,1601,6295,12967,0,14609,0,1,16,34,936,3900,15,7697,23,36
KS,0080,20,0080,FSCS0080,Marion City Library,208 E. Santa Fe,Marion,66861,NA,3163822442,1790,1,0,0,0,0,2,0,2,35387,907,0,1500,37794,8119,620,8739,5522,2252,16513,0,16937,215,0,0,50,1404,5200,21,14889,17,90
KS,0081,20,0081,FSCS0081,Council Grove Public Library,303 W. Main St.,Council Grove,66846,NA,3167675716,2340,1,0,0,0,0,2,6,8,73040,1123,0,4100,78263,18612,2603,21215,7063,19142,47420,0,14294,0,0,6,60,2548,3120,20,20340,121,815
KS,0082,20,0082,FSCS0082,Hillsboro Public Library,120 E. Grand,Hillsboro,67063,1598,3169473827,2510,1,0,0,2,0,2,2,4,31917,1275,0,4100,37292,18639,2235,20874,8331,5325,34530,0,19261,581,0,18,65,2418,26520,13,33380,142,263
KS,0083,20,0083,FSCS0083,Herington Public Library,102 S. Broadway,Herington,67449,NA,9132582011,2870,1,0,0,0,0,2,1,3,21234,1397,0,1500,24131,10564,808,11372,3770,5813,20955,0,13849,210,0,0,60,2184,14300,55,16369,13,15
KS,0084,20,0084,FSCS0084,Wamego Public Library,408 Elm St.,Wamego,66547,1620,9134569181,3750,1,0,0,2,0,1,4,5,51907,1716,0,0,53623,29008,3283,32291,7337,10436,50064,3568,23637,0,0,12,56,2444,25948,150,47319,55,138
KS,0085,20,0085,FSCS0085,Marysville Public Library,"1006 Elm, P.O. Box 389",Marysville,66508,0389,9135622491,3580,1,0,0,0,1,1,3,4,55091,1829,0,4100,61020,19750,7970,27720,12242,9774,49736,4530,21834,555,0,41,75,2080,16848,85,27381,103,266
KS,0086,20,0086,FSCS0086,Clay Center Carnegie Library,706 6th St.,Clay Center,67432,2997,9136323889,4530,1,0,0,0,0,2,4,6,45076,2255,0,4100,51431,33769,0,33769,3443,7863,45075,0,40670,564,0,0,92,2080,24960,78,50637,246,164
KS,0087,20,0087,FSCS0087,Abilene Public Library,4th & Broadway,Abilene,67410,NA,9132633082,6480,1,0,0,3,2,5,5,10,137623,3118,0,4100,144841,69417,9947,79364,15374,38928,133666,11010,73008,50,15,565,110,2652,36400,700,96937,394,202
KS,0088,20,0088,FSCS0088,"Pottawatomie Wabaunsee Regional Library, St.",306 N. 5th,St. Marys,66536,NA,9134372778,19080,1,6,1,0,1,4,7,11,213921,9438,7860,0,231219,107558,10819,118377,46829,51374,216580,15260,108954,1249,0,129,185,2834,57512,122,139936,236,1246
KS,0089,20,0089,FSCS0089,"Dorothy Bramlage Public Library, Junction Cit",230 W. 7th St.,Junction City,66441,3097,9132384311,29200,1,0,0,0,1,4,8,12,267729,14610,0,0,282339,113021,24477,137498,44246,61883,243627,8000,45751,1405,0,0,150,2912,99320,149,116720,1039,281
KS,0090,20,0090,FSCS0090,Emporia Public Library,110 E. 6th Ave.,Emporia,66801,NA,3163426524,45126,1,0,0,0,4,4,5,9,395354,15056,3000,0,413410,212413,36714,249127,54241,101736,405104,0,93024,5755,1,376,191,3380,166608,351,279148,943,1082
KS,0091,20,0091,FSCS0091,Manhattan Public Library,Juliette & Poyntz,Manhattan,66502,5049,9137764741,33870,1,0,0,0,4,8,41,49,952105,16547,26875,14600,1010127,446515,76402,522917,150501,195418,868836,54718,185177,5389,0,876,353,3796,137904,1280,481872,3191,969
KS,0092,20,0092,FSCS0092,Corning City Library,P.O. Box 386,Corning,66417,0005,9138682755,120,1,0,0,0,0,2,0,2,3625,64,0,2588,6277,1750,0,1750,2662,1700,6112,0,6740,40,0,55,20,520,2080,0,2756,6,13
KS,0093,20,0093,FSCS0093,Wetmore Public Library,"2nd & Kansas, P.O. Box 122",Wetmore,66550,0122,9138662250,370,1,0,0,0,0,1,0,1,2878,186,0,1589,4653,2249,312,2561,813,198,3572,403,10734,14,0,3,7,624,1872,6,4847,3,15
KS,0094,20,0094,FSCS0094,Richmond City Library,107 E. Central,Richmond,66080,NA,9138356163,470,1,0,0,0,0,1,0,1,1996,215,0,1050,3261,1142,189,1331,462,1279,3072,0,2899,0,0,2,1,832,2132,0,2709,0,11
KS,0095,20,0095,FSCS0095,"Entre Nous Club Library, Melvern",Melvern,Melvern,66510,NA,NA,460,NA,NA,NA,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA
KS,0096,20,0096,FSCS0096,Centralia Community Library,608 4th St.,Centralia,66415,0116,9138573331,470,1,0,0,0,0,1,0,1,6077,245,0,2717,9039,2544,195,2739,3915,785,7439,500,4498,13,0,75,33,624,3120,6,5716,0,9
KS,0097,20,0097,FSCS0097,Winchester Public Library,"208 Winchester, P.O. Box 143",Winchester,66097,0143,9137742922,490,1,0,0,1,0,1,1,2,4752,265,0,2110,7127,695,0,695,1449,190,2334,0,5947,6,0,18,4,1560,3328,4,3954,22,61
KS,0098,20,0098,FSCS0098,"Barnes Reading Room, Everest",Everest,Everest,66424,0064,9135487733,850,1,0,0,0,0,2,0,2,2422,282,0,2013,4717,2021,255,2276,745,1175,4196,419,7657,48,9,0,5,520,1300,NA,2531,0,1
KS,0099,20,0099,FSCS0099,Effingham Community Library,414 Main,Effingham,66023,NA,9138335881,620,1,0,0,0,0,1,0,1,597,309,0,2717,3623,2802,225,3027,1457,1009,5493,0,6859,32,0,0,13,676,3900,20,6284,0,75
KS,0100,20,0100,FSCS0100,Meriden Community Library,100 Main,Meriden,66512,NA,9134843393,770,1,0,0,0,0,1,1,2,2676,353,0,2697,5726,3058,401,3459,1779,488,5726,0,8051,0,0,0,0,1560,4160,24,17785,0,1
KS,0101,20,0101,FSCS0101,Overbrook Public Library,"317 Maple, P.O. Box 389",Overbrook,66524,NA,9136657266,970,1,0,0,0,0,1,1,2,14793,446,0,4547,19786,8100,617,8717,4809,4417,17943,926,11247,28,0,9,20,1404,8216,32,13157,0,136
KS,0102,20,0102,FSCS0102,Nortonville Public Library,"407 Taggart, P.O. Box 157",Nortonville,66060,0157,9138862060,1500,1,0,0,0,0,2,0,2,6142,453,0,4547,11142,5410,464,5874,4689,1152,11715,0,4035,0,0,9,2,832,3640,3,5202,0,24
KS,0103,20,0103,FSCS0103,Burlingame Community Library,101 E. Santa Fe,Burlingame,66413,3400,9136543400,1280,1,0,0,0,0,2,0,2,7678,508,0,4547,12733,5601,428,6029,4294,524,10847,1186,7602,0,0,24,9,1144,5252,5,10558,0,87
KS,0104,20,0104,FSCS0104,Wellsville City Library,"612 S. Main St., P.O. Box 517",Wellsville,66092,0517,9138832870,1560,1,0,0,0,0,2,0,2,15177,711,0,4547,20435,7968,754,8722,3510,2677,14909,5059,9426,10,1,3,20,1456,9620,395,16978,0,54
KS,0105,20,0105,FSCS0105,Carbondale City Library,P.O. Box 330,Carbondale,66414,0330,9138367638,1610,1,0,0,0,0,1,0,1,5630,745,0,1449,7824,3600,279,3879,2646,300,6825,0,2150,0,0,4,2,-52,2600,2,5345,0,0
KS,0106,20,0106,FSCS0106,Lyndon Carnegie Library,"127 E. 6th St., P.O. Box 277",Lyndon,66451,0277,9138284520,1610,1,0,0,0,0,1,0,1,9820,753,0,4331,14904,3313,251,3564,4584,6756,14904,0,8374,65,0,230,1,1092,6760,70,6584,0,106
KS,0107,20,0107,FSCS0107,Rossville Community Library,"407 Main, P.O. Box 618",Rossville,66533,NA,9135846454,1600,1,0,0,0,0,2,0,2,20436,783,0,4547,25766,9432,731,10163,6334,6268,22765,183,10088,0,0,151,34,1508,6760,25,17794,6,293
KS,0108,20,0108,FSCS0108,Horton Free Public Library,809 1st Ave. East,Horton,66439,1898,9134863326,1730,1,0,0,3,0,1,2,3,22605,887,0,5434,28926,14431,1383,15814,6335,6716,28865,0,11719,34,0,27,50,1300,11440,50,15850,104,135
KS,0109,20,0109,FSCS0109,Linwood Community Library District #1,"302 Main, P.O. Box C",Linwood,66052,NA,9137233686,1817,1,0,0,0,0,1,1,2,20621,891,0,4547,26059,5373,428,5801,7997,9655,23453,2606,8239,79,5,21,17,1560,3016,20,2686,0,3
KS,0110,20,0110,FSCS0110,Oskaloosa Public Library,"315 Jefferson, P.O. Box 347",Oskaloosa,66066,0347,9138632475,3150,1,0,0,0,0,1,2,3,13509,894,0,4547,18950,7556,1823,9379,2138,7433,18950,0,8808,0,0,155,22,1924,12480,75,15327,0,119
KS,0111,20,0111,FSCS0111,Silver Lake Library,"203 Railroad, P.O. Box 248",Silver Lake,66539,NA,9135825141,2020,1,0,0,0,0,1,4,5,20522,896,0,5434,26852,6885,1398,8283,6657,8006,22946,0,6233,159,0,49,21,1352,5200,5,9375,1,24
KS,0112,20,0112,FSCS0112,"Delaware Township Library, Valley Falls",421 Mary,Valley Falls,66088,0130,9139453990,2010,1,0,0,2,0,1,1,2,16615,971,0,5434,23020,6933,1210,8143,10420,4457,23020,1100,7432,190,40,16,3,1404,10556,10,15409,78,78
KS,0113,20,0113,FSCS0113,Tonganoxie Public Library,603 E. 4th St.,Tonganoxie,66086,0890,9138453281,2230,1,0,0,0,0,1,1,2,13956,990,0,5434,20380,6341,2761,9102,6366,2453,17921,0,12204,255,0,14,85,1352,8060,15,17684,0,50
KS,0114,20,0114,FSCS0114,"Mary Cotton Public Library, Sabetha","915 Virginia, P.O. Box 70",Sabetha,66534,0070,9132843160,2200,1,0,0,0,0,3,1,4,54553,1063,0,7266,62882,18088,1489,19577,8523,25229,53329,0,18457,85,NA,51,46,2340,1560,23,27286,1,21
KS,0115,20,0115,FSCS0115,Seneca Free Library,606 Main,Seneca,66538,NA,9133362377,2220,1,0,0,1,0,2,1,3,39419,1112,0,7266,47797,22711,2255,24966,11929,6500,43395,0,15454,47,0,184,71,2444,15600,50,41890,25,192
KS,0116,20,0116,FSCS0116,"Lieber Public Library, Osage City",214 S. 6th St.,Osage City,66523,NA,9135283727,2730,1,0,0,0,0,1,2,3,28383,1336,0,9097,38816,17700,1350,19050,10565,7500,37115,0,17878,0,25,115,30,2236,20800,75,40246,2,36
KS,0117,20,0117,FSCS0117,Baldwin City Library,803 8th St.,Baldwin City,66006,NA,9135943411,2920,1,0,0,0,0,3,1,4,13091,1383,0,5434,19908,7706,600,8306,6852,2181,17339,2024,10634,227,32,10,67,1690,13260,4,18917,0,80
KS,0118,20,0118,FSCS0118,"Beck-Bookman Library, Holton",420 W. 4th St.,Holton,66436,1572,9133643532,2920,1,0,0,0,0,2,1,3,35210,1461,0,7266,43937,15794,5366,21160,11951,12948,46059,0,29955,604,194,16,46,2184,NA,NA,37532,0,161
KS,0119,20,0119,FSCS0119,"Library District #2, Leavenworth County, Base",2812 N. 155th St.,Basehor,66007,NA,9137282203,3580,1,0,0,0,0,1,1,2,52172,1736,0,4547,58455,18992,1808,20800,10515,27027,58342,0,9014,8,0,32,18,2288,4420,2,12627,1,37
KS,0120,20,0120,FSCS0120,"Morrill Public Library, Hiawatha",431 Oregon,Hiawatha,66434,NA,9137423831,3620,1,0,0,0,0,3,2,5,68615,1745,0,9097,79457,39294,4238,43532,16890,19036,79458,0,29420,878,25,425,98,3042,33800,160,67324,412,1294
KS,0121,20,0121,FSCS0121,Eudora Public Library,"114 E. 9th St., P.O. Box 370",Eudora,66025,NA,9135422496,4640,1,0,0,0,0,2,0,2,29716,1873,0,5434,37023,14742,1378,16120,12608,4510,33238,3500,9057,0,16,75,40,2288,16900,20,22092,0,248
KS,0122,20,0122,FSCS0122,Paola Free Library,101 E. Peoria,Paola,66071,1798,9132943866,4410,1,0,0,0,0,3,6,9,64258,2128,0,14533,80919,37783,1517,39300,15983,26372,81655,13998,21827,781,0,16,77,2548,43160,70,50179,0,443
KS,0123,20,0123,FSCS0123,Osawatomie Public Library,527 Brown Ave.,Osawatomie,66064,NA,9137552136,4670,1,0,0,0,0,2,1,3,29733,2226,0,9097,41056,24221,5528,29749,5530,5625,40904,0,23141,302,0,0,27,2288,9100,40,19994,0,312
KS,0124,20,0124,FSCS0124,"Library District #1, Miami County, Louisburg","206 S. Broadway, P.O. Box 398",Louisburg,66053,NA,9133774578,6153,1,0,0,0,0,2,1,3,88418,3016,0,9097,100531,32825,3161,35986,18010,24018,78014,4100,20851,169,85,267,43,2236,26520,65,41698,0,507
